Name_Surname,Integrity_Score,Integrity_Reason,Fraction_2019,Committee_Short,Incumbency,Party_Switcher,Region_Origin,From_Center,Gender_Male,Birth_Year,Education_Dummy,Career_Origin,List_Member,Status,Integrity_URL,is_System,is_Business,is_Civil Society,is_Media,is_Military,Career_Complexity,Career_Multi,Age_at_Election,Age_Squared,Political_Experience,Age_Outlier,Macro_Region,From_Occupied,is_Kyiv_Origin
Сергій Литвиненко,1,First MP of the 9th convocation caught in a non-personal voting (piano-voting) scandal; media reports link him to lobbying interests in the state alcohol industry (Ukrspyrt).,Servant of the People,Agrarian,0,0,Rivne,1,1,1968,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,51,2601,0,0,Other,0,0
Сергій Колебошин,0,"No credible corruption investigations by NABU, VAKS, or major investigative media (Bihus.Info/Schemes) have been reported against him.",Servant of the People,Humanitarian,0,0,Odesa,1,1,1977,0,System,0,Active,AI_Verified,1,0,0,0,0,1,0,42,1764,0,0,South,0,0
Сергій Мандзій,1,"Reported by CHESNO for discrepancies in asset declarations and involvement in local political corruption issues in Khmelnytskyi, but no formal criminal pidozra or VAKS cases.",Servant of the People,Eco,0,0,Khmelnytskyi,1,1,1974,1,"Business, System",1,Active,AI_Verified,1,1,0,0,0,2,1,45,2025,0,0,Other,0,0
Сергій Северин,0,"No records of VAKS cases, NABU suspicions, or major media investigations regarding corruption or illicit enrichment were identified.",Servant of the People,Budget,0,0,Dnipro,1,1,1980,1,"System, Business",0,Active,AI_Verified,1,1,0,0,0,2,1,39,1521,0,0,East,0,0
Степан Чернявський,1,Mentioned in media investigations (Chesno) regarding potential conflict of interest due to his ongoing business ties in the meat production industry while serving on the Agrarian Committee.,Servant of the People,Agrarian,0,0,Odesa,0,1,1973,0,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,46,2116,0,0,South,0,0
Сергій Штепа,0,"No records of criminal investigations, NABU suspicions, or high-profile corruption scandals found in public anti-corruption monitoring databases.",Servant of the People,Humanitarian,0,0,Zaporizhzhia,1,1,1990,0,Media,0,Active,AI_Verified,0,0,0,1,0,1,0,29,841,0,0,East,0,0
Сергій Швець,0,"No documented criminal records, NABU/SAP investigations, or major financial corruption scandals identified in media or official registers.",Servant of the People,Humanitarian,0,0,Kyiv,1,1,1976,0,Media,1,Active,AI_Verified,0,0,0,1,0,1,0,43,1849,0,0,Center,0,1
Тарас Тарасенко,0,"No significant records of criminal proceedings, NABU investigations, or major media corruption scandals (Bihus/Schemes) involving illicit enrichment or conflict of interest were found for this MP.",Servant of the People,Social,0,0,Kyiv,0,1,1980,1,Business,1,Active,AI_Verified,0,1,0,0,0,1,0,39,1521,0,0,Center,0,1
Тетяна Циба,0,"No records of criminal investigations, VAKS cases, or significant journalistic corruption exposes regarding illicit enrichment.",Servant of the People,Humanitarian,0,0,Kyiv,1,0,1977,1,"Media, Civil Society",1,Active,AI_Verified,0,0,1,1,0,2,1,42,1764,0,0,Center,0,1
Тетяна Рябуха,2,NABU and SAP notified her of suspicion (pidozra) regarding the non-declaration of an apartment in Sumy worth approximately 2 million UAH in her 2020 declaration.,Servant of the People,Humanitarian,0,0,Sumy,1,0,1984,0,Outsider,0,Active,AI_Verified,0,0,0,0,0,1,0,35,1225,0,0,North,0,0
Федір Веніславський,0,"No record of criminal investigations by NABU/SAP, VAKS court cases, or verified corruption scandals in public monitoring databases such as Chesno or media investigative reports.",Servant of the People,Defense,0,0,Kharkiv,0,1,1969,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,50,2500,0,0,East,0,0
Юлія Гришина,0,"No evidence of criminal cases, VAKS proceedings, or formal NAZK protocol violations. Public databases like Chesno do not record major corruption investigations involving her.",Servant of the People,Humanitarian,0,0,Kyiv,1,0,1978,1,Outsider,1,Active,AI_Verified,0,0,0,0,0,1,0,41,1681,0,0,Center,0,1
Юлія Діденко,1,Involved in a 2019 media scandal where 11 members of the Finance Committee were accused of taking bribes to block a bill on real estate appraisal platforms; she underwent a public polygraph test as a result.,Servant of the People,Finance,0,0,Odesa,1,0,1978,1,Business,1,Active,AI_Verified,0,1,0,0,0,1,0,41,1681,0,0,South,0,0
Юлія Овчинникова,0,"No records of criminal proceedings, NABU suspicions, or significant corruption investigations found in media databases.",Servant of the People,Eco,0,0,Donetsk,1,0,1985,0,Civil Society,1,Active,AI_Verified,0,0,1,0,0,1,0,34,1156,0,0,East,1,0
Сергiй Демченко,1,"Identified by monitoring groups like Chesno for 'legislative spam' and promoting amendments favoring oligarchic interests, though no formal criminal verdict (VAKS) exists.",Servant of the People,Legal Policy,0,0,Dnipro,1,1,1976,1,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,43,1849,0,0,East,0,0
Юрий Аристов,3,Official suspicion (pidozra) issued by the SBI and Prosecutor General for document forgery regarding an illegal overseas vacation in the Maldives; the case was subsequently referred to court (VAKS/criminal proceedings).,Servant of the People,Budget,0,1,Kyiv,1,1,1975,0,Business,1,Terminated,AI_Verified,0,1,0,0,0,1,0,44,1936,0,0,Center,0,1
Юрій Здебський,0,"No significant corruption-related criminal records, NABU/SAP suspicions, or major investigative journalism hits (Bihus/Schemes) were found regarding his tenure as an MP.",Servant of the People,Defense,0,0,Kharkiv,0,1,1960,1,"System, Military",0,Active,AI_Verified,1,0,0,0,1,2,1,59,3481,0,0,East,0,0
Юрій Заславський,0,"No records of criminal proceedings (VAKS), NABU/SAP investigations, or major investigative media exposés regarding corruption were identified.",Servant of the People,Social,0,0,Khmelnytskyi,1,1,1982,1,Business,1,Active,AI_Verified,0,1,0,0,0,1,0,37,1369,0,0,Other,0,0
Юрій Кісєль,1,"Featured in media investigations, notably the 2019 'Kryvyi Rih tapes' scandal involving potential interference in law enforcement, and reports regarding his family business interests in the construction sector while chairing the Transport Committee.",Servant of the People,Transport,0,0,Dnipro,0,1,1963,0,Business,1,Active,AI_Verified,0,1,0,0,0,1,0,56,3136,0,0,East,0,0
Петро Юрчишин,1,Significant media reports (Chesno) regarding potential conflicts of interest in agrarian lobbying and a history of non-personal voting in previous convocations.,Self-nominated,Agrarian,1,0,Vinnytsia,0,1,1958,0,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,61,3721,61,0,Center,0,0
Юрій Корявченков,1,Involved in the 2019 Kryvyi Rih cassette scandal where audio recordings allegedly captured him and other MPs discussing political control over local law enforcement and business interests with the police chief.,Servant of the People,Transport,0,0,Dnipro,0,1,1974,1,"Business, Media",0,Active,AI_Verified,0,1,0,1,0,2,1,45,2025,0,0,East,0,0
Юлія Яцик,1,"Included in 'Chesno' monitoring for potential conflict of interests and media investigations regarding her parliamentary assistants, though no criminal pidozra or VAKS case has been officially launched.",Servant of the People,Law Enforcement,0,1,Zaporizhzhia,0,0,1982,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,37,1369,0,0,East,0,0
Олег Мейдич,1,Cited in media investigations (Chesno) for multiple instances of non-personal voting ('piano-pushing') and has been the subject of journalistic inquiries regarding his business background and historical ties.,Batkivshchyna,Agrarian,0,0,Vinnytsia,0,1,1970,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,49,2401,0,0,Center,0,0
Микола Кучер,1,Mentioned in high-profile media investigations regarding the VAB Bank (Bakhmatyuk) case and agricultural lobbying; also noted for political charity/voter-influencing (greening) by monitoring groups.,Self-nominated,Agrarian,1,0,Vinnytsia,0,1,1952,0,"System, Business",0,Active,AI_Verified,1,1,0,0,0,2,1,67,4489,67,1,Center,0,0
Степан Івахів,2,Ivakhiv has been the subject of numerous NABU investigations regarding corruption schemes in Ukrgazvydobuvannya and significant discrepancies in asset declarations identified by NAZK.,Self-nominated,Eco,1,0,Volyn,0,1,1968,0,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,51,2601,51,0,West,0,0
Лариса Білозір,0,"No records of criminal proceedings by NABU/SAP, no VAKS cases, and no major media investigations into illicit enrichment or conflict of interest; documented political charity (vote-buying) is categorized as electoral practice rather than corruption enrichment.",Self-nominated,State Power,0,0,Vinnytsia,0,0,1981,1,"Business, Civil Society",0,Active,AI_Verified,0,1,1,0,0,2,1,38,1444,0,0,Center,0,0
Ірина Констанкевич,3,"In 2023, the High Anti-Corruption Court (VAKS) found her guilty of failing to declare a rented apartment in Kyiv in her 2020 declaration, though she was exempted from punishment due to the statute of limitations.",Self-nominated,Humanitarian,1,0,Volyn,1,0,1965,0,System,0,Active,AI_Verified,1,0,0,0,0,1,0,54,2916,54,0,West,0,0
Сергій Кострійчук,0,"No significant corruption-related criminal records, NABU investigations, or major documented conflict-of-interest scandals found.",Servant of the People,Rules,0,0,Khmelnytskyi,0,1,1980,1,"Civil Society, System",1,Active,AI_Verified,1,0,1,0,0,2,1,39,1521,0,0,Other,0,0
Ігор Палиця,1,"Numerous high-profile media investigations (Bihus.info, Schemes) regarding undeclared real estate in France and close business ties with the Privat group/Kolomoisky.",Self-nominated,Finance,1,0,Volyn,1,1,1972,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,47,2209,47,0,West,0,0
Кирилл Нестеренко,1,"Identified by media monitoring groups (Chesno) for issues related to campaign funding transparency and inconsistencies in declarations, though no high-level criminal pidozra from NABU has been confirmed.",Servant of the People,Transport,0,0,Sumy,1,1,1993,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,26,676,0,0,North,0,0
В'ячеслав Медяник,1,Medyanyk was the center of a high-profile 2019 media scandal involving photographed phone messages (the 'Sugar' scandal) where he discussed exercising influence over the Prosecutor General's Office to 'resolve' legal issues.,Servant of the People,Law Enforcement,0,0,Dnipro,1,1,1987,1,Business,0,Terminated,AI_Verified,0,1,0,0,0,1,0,32,1024,0,0,East,0,0
Ігор Гузь,1,"Documented media reports on political corruption including voter bribery (grechkosiystvo) and concerns over asset declarations, though no formal criminal charges or VAKS convictions are present.",Self-nominated,State Power,1,0,Volyn,1,1,1982,1,"Civil Society, System",0,Active,AI_Verified,1,0,1,0,0,2,1,37,1369,37,0,West,0,0
Ганна Лічман,0,"No official corruption suspicions, criminal cases, or major journalistic investigations regarding enrichment have been documented.",Servant of the People,Finance,0,0,Odesa,1,0,1978,0,"Media, Business",1,Active,AI_Verified,0,1,0,1,0,2,1,41,1681,0,0,South,0,0
Максим Бужанський,1,"Frequent media reports regarding undeclared assets and lifestyle mismatch (Bihus.info) and political pushback against anti-corruption reforms, though no formal VAKS indictment exists.",Servant of the People,Law Enforcement,0,0,Dnipro,1,1,1974,0,"Business, Media",0,Active,AI_Verified,0,1,0,1,0,2,1,45,2025,0,0,East,0,0
Муса Магомедов,0,"While a member of the Akhmetov-aligned group and noted for lobbying industrial interests, there are no documented high-profile criminal cases, NABU/SAP suspicions, or specific corruption-based media investigations targeting personal enrichment or VAKS proceedings.",Opposition Bloc,Finance,0,0,Donetsk,0,1,1970,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,49,2401,0,0,East,1,0
Федір Христенко,1,"Significant media investigations regarding massive undeclared spending (e.g., a multi-million dollar party in Moscow) and chronic absenteeism since the 2022 invasion; NAZK also flagged discrepancies in asset declarations.",Opposition Platform — For Life,Agrarian,0,0,Donetsk,0,1,1983,0,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,36,1296,0,0,East,1,0
Валерій Гнатенко,1,"Identified in multiple media investigations (Chesno, Bihus.info) regarding asset non-disclosure and past local-level governance scandals in Druzhkivka.",Opposition Platform — For Life,Budget,0,1,Donetsk,0,1,1967,1,System,0,Active,AI_Verified,1,0,0,0,0,1,0,52,2704,0,0,East,1,0
Юрій Солод,1,"Journalistic investigations by 'Schemes' (Radio Liberty) identified an undeclared luxury villa in Dubai (Palm Jumeirah) worth approximately $11 million, which was not included in his asset declarations.",Opposition Platform — For Life,Finance,1,1,Donetsk,0,1,1972,1,Business,0,Terminated,AI_Verified,0,1,0,0,0,1,0,47,2209,47,0,East,1,0
Максим Єфімов,1,Numerous media investigations by Bihus.info and Schemes regarding his control over the 'Parkovy' center and non-declaration of business assets in the energy sector.,Self-nominated,Energy,1,0,Donetsk,0,1,1974,1,Business,0,Terminated,AI_Verified,0,1,0,0,0,1,0,45,2025,45,0,East,1,0
Євген Яковенко,1,"Faced media allegations and police investigations regarding potential vote-buying (electoral bribery) during the 2019 campaign in District 52, and was briefly detained in Moldova in 2022 on a Belarusian Interpol warrant related to bribery.",Self-nominated,Energy,0,1,Donetsk,0,1,1965,0,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,54,2916,0,0,East,1,0
Вадим Новинський,1,Subject to multiple investigative reports by 'Schemes' and 'Bihus.Info' regarding undeclared assets and business influence; sanctioned by the NSDC in December 2022 with subsequent property seizures by SBU.,Opposition Bloc,Humanitarian,1,0,Donetsk,0,1,1963,0,Business,0,Terminated,AI_Verified,0,1,0,0,0,1,0,56,3136,56,0,East,1,0
Сергій Магера,0,"No records found of criminal verdicts, NABU suspicions, or specific high-profile media investigations regarding illegal enrichment or corruption schemes as of the reporting period.",Opposition Bloc,Eco,0,0,Donetsk,0,1,1972,1,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,47,2209,0,0,East,1,0
Володимир Мороз,3,"In early 2023, the High Anti-Corruption Court (VAKS) began proceedings following a NABU/SAP investigation into Moroz for failing to declare a house and land in the Kyiv region valued at approximately 1.7-2 million UAH.",Opposition Platform — For Life,Energy,0,1,Donetsk,0,1,1970,0,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,49,2401,0,0,East,1,0
Дмитро Лубінець,0,"No major criminal investigations, NABU suspicions, or documented enrichment scandals in high-profile media investigations (Bihus/Schemes) were found for the period.",Self-nominated,Humanitarian,1,0,Donetsk,0,1,1981,1,System,0,Terminated,AI_Verified,1,0,0,0,0,1,0,38,1444,38,0,East,1,0
Сергій Демченко,1,"Publicly identified by investigative journalists (e.g. Chesno, Bihus.info) as a key figure in the Kolomoisky group, specifically for obstructive legislative tactics like 'amendment spam' against the banking law (Anti-Kolomoisky law).",Servant of the People,Legal Policy,0,0,Dnipro,1,1,1976,1,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,43,1849,0,0,East,0,0
Валерій Лунченко,1,"Subject of NABU investigations regarding undeclared assets (Lexus vehicle), which was later closed following the 2020 Constitutional Court ruling; also linked in media investigations to regional business monopolies in Zakarpattia.",Self-nominated,Transport,1,0,Zakarpattia,0,1,1982,1,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,37,1369,37,0,West,0,0
Роберт Горват,2,"In October 2023, he was officially notified of suspicion (pidozra) by NABU and SAP for allegedly organizing a scheme to seize 120 hectares of state land in Zakarpattia, causing significant losses to the state.",Self-nominated,Finance,1,0,Zakarpattia,1,1,1969,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,50,2500,50,0,West,0,0
Дмитро Шпенов,1,"Identified in media investigations for non-personal voting (button-pushing) and listed as a figurant of political corruption by watchdog NGOs like Chesno, primarily due to past political associations and legislative voting records.",Self-nominated,Legal Policy,1,0,Dnipro,1,1,1978,1,"System, Business",0,Terminated,AI_Verified,1,1,0,0,0,2,1,41,1681,41,0,East,0,0
Василь Петьовка,2,"In 2023, NABU/SAP notified him of suspicion (pidozra) for inaccurate asset declaration; also documented cases of conflict of interest and non-personal voting.",Self-nominated,Agrarian,1,1,Zakarpattia,0,1,1967,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,52,2704,52,0,West,0,0
Владіслав Поляк,3,"In 2021, he became the first MP to be officially notified of suspicion (pidozra) and face criminal proceedings in VAKS for non-personal voting (button-pushing).",Self-nominated,Budget,0,0,Zakarpattia,0,1,1975,1,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,44,1936,0,0,West,0,0
Павло Мельник,0,"No major criminal proceedings, NABU suspicions, or investigative reports regarding personal enrichment or conflict of interest have been documented for this MP.",Servant of the People,Foreign,0,0,Zaporizhzhia,1,1,1984,1,Media,0,Active,AI_Verified,0,0,0,1,0,1,0,35,1225,0,0,East,0,0
Андрій Іванчук,2,"In 2021, he became the first MP in Ukraine to be officially notified of suspicion (pidozra) for non-personal voting (button-pushing), a criminal offense under Article 364-2.",Self-nominated,Transport,1,0,Ivano-Frankivsk,1,1,1973,1,"Business, System",0,Deceased,AI_Verified,1,1,0,0,0,2,1,46,2116,46,0,West,0,0
Володимир Арешонков,2,"In 2023, NABU and SAP notified Areshonkov of suspicion (pidozra) for intentionally failing to include data about a rented apartment in his 2020 declaration, leading to illegal housing compensation.",Self-nominated,Law Enforcement,1,0,Zhytomyr,0,1,1957,1,System,0,Active,AI_Verified,1,0,0,0,0,1,0,62,3844,62,0,Center,0,0
Віктор Балога,1,"Numerous media investigations by outlets like Bihus.info and Chesno regarding political clannishness in Zakarpattia, nepotism, and potential conflicts of interest, though no VAKS criminal conviction exists.",Self-nominated,State Power,1,0,Zakarpattia,0,1,1963,1,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,56,3136,56,0,West,0,0
Микола Бабенко,0,"No significant records of criminal proceedings, NABU/SAP suspicions, or official corruption protocols have been identified.",Self-nominated,Social,0,0,Kyiv,0,1,1980,1,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,39,1521,0,0,Center,0,1
Олесь Довгий,2,"He was previously handed an official suspicion (pidozra) by the Prosecutor General's Office in 2017 regarding the alienation of land on Zhukiv Island. While the case was later closed, he remains subject to frequent NAZK scrutiny and media investigations into his assets.",Self-nominated,Social,1,0,Kyiv,1,1,1980,1,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,39,1521,39,0,Center,0,1
Сергій Мінько,1,Multiple media investigations and Chesno reports regarding business interests in Melitopol (Melitopolska Chereshnia) and conflicts of interest; NAZK identified inaccuracies in his asset declarations in 2021.,Self-nominated,Law Enforcement,0,0,Zaporizhzhia,0,1,1973,1,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,46,2116,0,0,East,0,0
Вікторія Гриб,0,"No records of NABU/SAP investigations, VAKS cases, or formal corruption protocols from NAZK were found in public databases.",Opposition Bloc,Energy,0,0,Kyiv,0,0,1968,0,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,51,2601,0,0,Center,0,1
Микола Галушко,2,"In December 2022, NABU and SAP notified Halushko of suspicion (pidozra) for intentional false declaration of assets, specifically a house and land in Brovary worth approximately 1.7 million UAH.",Servant of the People,Law Enforcement,0,0,Kyiv,0,1,1979,1,"System, Business",0,Active,AI_Verified,1,1,0,0,0,2,1,40,1600,0,0,Center,0,1
Сергій Шахов,3,"Shakhov has been a defendant in a VAKS (High Anti-Corruption Court) case regarding the failure to declare assets worth 60 million UAH, leading to a national wanted list status in 2023.",Self-nominated,Eco,1,0,Luhansk,0,1,1975,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,44,1936,44,0,East,1,0
Наталія Піпа,0,"No documented corruption investigations, VAKS cases, or NAZK violations found in public records.",Holos,Humanitarian,0,0,Lviv,1,0,1983,1,Civil Society,0,Active,AI_Verified,0,0,1,0,0,1,0,36,1296,0,0,West,0,0
Галина Васильченко,0,"No significant corruption scandals, criminal records, or official NABU investigations identified.",Holos,Finance,0,0,Lviv,0,0,1983,1,"Business, Civil Society",0,Active,AI_Verified,0,1,1,0,0,2,1,36,1296,0,0,West,0,0
Микола Княжицький,1,"Subject of several media investigations regarding media ownership transparency and potential conflicts of interest in legislative activity, although no active criminal charges or VAKS cases are currently pending.",European Solidarity,Humanitarian,1,0,Lviv,1,1,1968,0,"Media, Business",1,Active,AI_Verified,0,1,0,1,0,2,1,51,2601,51,0,West,0,0
Ярослав Рущишин,0,"No major corruption investigations, NABU cases, or significant enrichment scandals identified; maintains a reputation linked to business transparency and civil society.",Holos,Finance,0,0,Lviv,1,1,1967,1,"Business, Civil Society",0,Active,AI_Verified,0,1,1,0,0,2,1,52,2704,0,0,West,0,0
Михайло Бондар,1,"Linked by media investigations (Chesno, Bihus) to supporting interests of the coal industry and DTEK within the Energy Committee; also faced scrutiny over declaration inconsistencies noted by NAZK.",European Solidarity,Energy,1,0,Lviv,0,1,1973,1,"Military, Civil Society",0,Active,AI_Verified,0,0,1,0,1,2,1,46,2116,46,0,West,0,0
Павло Бакунець,0,"Public records and anti-corruption monitors (Chesno, Bihus.info) do not list active VAKS cases, NABU suspicions, or significant enrichment investigations against Bakunets.",Other,Legal Policy,1,0,Lviv,0,1,1987,1,System,0,Active,AI_Verified,1,0,0,0,0,1,0,32,1024,32,0,West,0,0
Андрій Лопушанський,1,"Subject of several media investigations regarding undeclared luxury assets and historical business interests in the energy sector, specifically during his tenure at Naftogaz.",European Solidarity,Budget,1,0,Lviv,0,1,1962,0,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,57,3249,57,0,West,0,0
Ярослав Дубневич,3,Dubnevych is a primary defendant in high-profile VAKS cases involving embezzlement at Ukrzaliznytsia; he has been declared internationally wanted and had his immunity stripped.,Self-nominated,Transport,1,0,Lviv,0,1,1969,0,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,50,2500,50,0,West,0,0
Андрій Кіт,1,Identified as a 'figuranth' of anti-corruption investigations by Chesno and media outlets regarding potential conflicts of interest in the agricultural sector and asset disclosure discrepancies.,Self-nominated,Energy,1,0,Lviv,1,1,1971,0,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,48,2304,48,0,West,0,0
Олександр Пасічний,1,"Identified by monitoring groups like CHESNO for 'grechkosiystvo' (political charity) and potential lobbying in the distribution of budget subventions for his district, though no criminal VAKS cases are active.",Servant of the People,Budget,0,0,Mykolaiv,1,1,1972,0,"Business, Civil Society",0,Active,AI_Verified,0,1,1,0,0,2,1,47,2209,0,0,South,0,0
Тарас Батенко,1,"He has been identified in numerous media investigations (Bihus.info, Chesno) as part of the 'Kolomoisky group' and linked to political corruption and 'grechka' (voter bribery) incidents, though no criminal charges have been filed.",Self-nominated,Transport,1,0,Lviv,1,1,1974,1,"System, Business",0,Active,AI_Verified,1,1,0,0,0,2,1,45,2025,45,0,West,0,0
Олексій Гончаренко,1,"Subject of various media investigations regarding asset declarations and historical political financing, though lacks active criminal convictions or NABU indictments in the 9th convocation.",European Solidarity,Budget,1,0,Odesa,1,1,1980,1,System,0,Active,AI_Verified,1,0,0,0,0,1,0,39,1521,39,0,South,0,0
Антон Кіссе,2,"In early 2023, NABU and SAP notified Kisse of suspicion (pidozra) regarding the failure to declare an apartment in Italy worth over 5 million UAH.",Self-nominated,Energy,1,0,Odesa,0,1,1958,1,"System, Business",0,Active,AI_Verified,1,1,0,0,0,2,1,61,3721,61,0,South,0,0
Анатолій Урбанський,1,"Subject of multiple media investigations and NGO reports (Chesno, Bihus) regarding the declaration of massive cryptocurrency assets and potential enrichment, though no formal criminal verdict has been reached.",Self-nominated,Budget,0,0,Odesa,1,1,1975,1,"System, Business",0,Active,AI_Verified,1,1,0,0,0,2,1,44,1936,0,0,South,0,0
Юрій Шаповалов,2,"In December 2022, NABU and SAP notified him of suspicion (pidozra) for failing to declare a rented apartment in Kyiv worth 3.7 million UAH in his 2020 declaration.",Self-nominated,Energy,1,0,Poltava,0,1,1972,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,47,2209,47,0,Center,0,0
Сергій Вельможний,2,"In December 2022, NABU and SAP notified him of suspicion regarding the illegal receipt of housing compensation while having his own apartment in Kyiv.",Self-nominated,Legal Policy,0,0,Luhansk,0,1,1976,1,System,0,Active,AI_Verified,1,0,0,0,0,1,0,43,1849,0,0,East,1,0
Іван Чайківський,1,"Reported by investigative media (Chesno) for potential conflicts of interest related to his extensive agrarian business holdings (Agroprodservice) while serving on the Agrarian Committee, as well as instances of political 'charity' (Hrechkosiystvo).",Other,Agrarian,0,0,Ternopil,0,1,1972,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,47,2209,0,0,West,0,0
Олег Кулініч,1,Frequent subject of media investigations regarding potential conflicts of interest as Chairman of the Agrarian Committee while maintaining ties to large-scale agricultural business; also noted by Chesno for political corruption history (voting for 2014 'dictatorship laws').,Self-nominated,Agrarian,1,0,Poltava,0,1,1966,1,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,53,2809,53,0,Center,0,0
Віктор М'ялик,2,"In 2021, the Prosecutor General served him a notice of suspicion (pidozra) for large-scale tax evasion (over 118 million UAH) related to his real estate business activities.",Self-nominated,State Power,0,0,Rivne,0,1,1979,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,40,1600,0,0,Other,0,0
Микола Люшняк,1,Documented instances of button-pressing (8th convocation) and media investigations regarding agricultural business lobbying and potential conflict of interest.,Self-nominated,Budget,1,0,Ternopil,0,1,1974,0,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,45,2025,45,0,West,0,0
Ігор Молоток,2,"In 2023, NABU and SAP informed Molotok of a suspicion (pidozra) regarding illegal receipt of budget compensation for housing rent while owning an apartment in Kyiv.",Other,Budget,1,0,Sumy,0,1,1967,0,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,52,2704,52,0,North,0,0
Сергій Лабазюк,3,"In November 2023, NABU and SAP charged him with offering a bribe to a top official for infrastructure restoration contracts (VAKS case). He was arrested and released on a 40 million UAH bail.",Self-nominated,Agrarian,1,0,Khmelnytskyi,0,1,1980,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,39,1521,39,0,Other,0,0
Олександр Фельдман,1,Frequent subject of media investigations by Bihus.info and Chesno regarding undeclared assets and business conflicts related to the Barabashovo market in Kharkiv.,Opposition Platform — For Life,Eco,1,1,Kharkiv,1,1,1960,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,59,3481,59,0,East,0,0
Олександр Герега,1,Investigated by 'Schemes' (Radio Liberty) and Pandora Papers regarding business interests in occupied Crimea and offshore assets while serving as an MP.,Self-nominated,Finance,1,0,Khmelnytskyi,0,1,1967,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,52,2704,52,0,Other,0,0
Сергій Нагорняк,2,"In February 2023, NABU and SAP notified Nahorniak of suspicion for intentionally providing false information in his 2020 asset declaration regarding real estate and assets.",Servant of the People,Energy,0,0,Kyiv,0,1,1982,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,37,1369,0,0,Center,0,1
Ігор Колихаєв,1,Documented cases of 'greening' (indirect voter bribery) and media investigations into conflicts of interest regarding his agricultural business interests (Prodeksim).,Self-nominated,Agrarian,0,0,Kherson,1,1,1971,1,Business,0,Terminated,AI_Verified,0,1,0,0,0,1,0,48,2304,0,0,South,0,0
Андрій Герус,1,"Subject of multiple media investigations and high-profile controversies regarding legislative amendments affecting energy imports, though no formal criminal convictions or NABU indictments for corruption have been finalized.",Servant of the People,Energy,0,0,Volyn,0,1,1982,1,"Business, Civil Society",1,Active,AI_Verified,0,1,1,0,0,2,1,37,1369,0,0,West,0,0
Антон Яценко,1,Commonly referred to as the 'father of the tender mafia' in Ukraine; subject of numerous high-profile investigative reports by Bihus.info and Schemes regarding corruption and conflict of interest.,Self-nominated,Eco,1,1,Kyiv,1,1,1977,1,"System, Business",0,Active,AI_Verified,1,1,0,0,0,2,1,42,1764,42,0,Center,0,1
Андрій Холодов,1,Subject of several investigations by 'Schemes' (Radio Liberty) regarding the 'tobacco lobby' conflict of interest and leaving Ukraine for Cyprus during the martial law period without returning for months.,Servant of the People,Finance,0,1,Kyiv,1,1,1972,0,Business,1,Terminated,AI_Verified,0,1,0,0,0,1,0,47,2209,0,0,Center,0,1
Максим Ткаченко,0,No official criminal proceedings (VAKS/NABU) or significant media investigations regarding illegal enrichment or corruption are documented.,Servant of the People,Humanitarian,0,0,Luhansk,1,1,1983,1,"Business, Media",1,Active,AI_Verified,0,1,0,1,0,2,1,36,1296,0,0,East,1,0
